artist_name,track_name,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration,loudness_transform
DJ 3000,Defiant - Kiko Remix,0,2000,0.803,0.613,1,-9.037,1,0.0776,0.0173,0.9,0.0593,0.17,125.004,4,7.04,-2.4571071324302167
Yusuf / Cat Stevens,The First Cut Is The Deepest,42,2000,0.592,0.766,7,-7.382,1,0.0294,0.0918,5.38e-05,0.168,0.74,96.161,4,3.013333333333333,-2.3041838143577427
BuckHolmes,Money Money Money,2,2000,0.942,0.479,4,-10.633,0,0.287,0.0301,7.27e-05,0.112,0.703,135.986,4,2.6912833333333332,-2.58527974893478
Mötley Crüe,Live Wire,33,2000,0.412,0.872,7,-8.218,0,0.0641,9.81e-05,5.5e-06,0.542,0.684,112.26,4,3.2397833333333335,-2.3843493947966854
Emmylou Harris,Didn't Leave Nobody But The Baby,55,2000,0.653,0.105,10,-16.511,0,0.0454,0.951,0.0,0.114,0.231,52.946,4,1.9633333333333334,-2.952041584929258
Norman Zube,Swing,0,2000,0.791,0.823,2,-9.781,1,0.0569,0.0022,0.857,0.104,0.035,126.001,4,7.65,-2.51890541896013
Dr. Dre,Deep Cover,46,2000,0.827,0.683,6,-5.985,1,0.18,0.0449,1.04e-06,0.179,0.376,95.024,4,3.7666666666666666,-2.153969068665262
DJ T.,Bateria,0,2000,0.803,0.899,8,-6.663,0,0.0603,0.000134,0.835,0.0737,0.306,124.997,4,7.726916666666667,-2.229691767473721
Flogging Molly,Devil's Dance Floor,57,2000,0.47,0.917,7,-6.331,1,0.0538,0.0355,0.000573,0.0515,0.894,144.775,4,3.9942166666666665,-2.1933281070570962
The Beatles,Ticket To Ride - Remastered 2015,55,2000,0.554,0.904,4,-6.319,0,0.0536,0.0638,0.0,0.259,0.801,123.443,4,3.1686666666666667,-2.1919886716520187
Oscar Barila,Durum Falafel,0,2000,0.811,0.954,7,-5.994,0,0.0484,0.102,0.278,0.1,0.2,124.989,4,7.833333333333333,-2.15501272852691
Westlife,I Lay My Love on You - Remix,62,2000,0.664,0.787,0,-5.246,1,0.0239,0.038,0.0,0.193,0.585,102.952,4,3.4766666666666666,-2.064327903869788
PJ Harvey,You Said Something,50,2000,0.533,0.526,0,-7.218,1,0.0274,0.00326,0.00232,0.105,0.516,151.805,3,3.3122166666666666,-2.2876744802582913
Butch,Amelie - Format:B Remix,0,2000,0.8,0.58,2,-8.931,1,0.0634,4.55e-05,0.924,0.0778,0.283,126.028,4,7.228566666666667,-2.4479832956834024
Slim Dusty,Cunnamulla Fella - 1998 Remaster,33,2000,0.763,0.881,5,-7.409,1,0.0311,0.596,3.11e-05,0.148,0.987,143.164,4,2.20155,-2.306875874411202
Andry Nalin,Riots,0,2000,0.834,0.729,5,-7.515,0,0.058,0.0245,0.647,0.0702,0.764,125.002,4,7.908333333333333,-2.317375178466681
Coldplay,Yellow,56,2000,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,4.4462166666666665,-2.2885875833501923
Martin Eyerer,Dish of the Day - Gorge Remix,0,2000,0.816,0.73,9,-7.947,0,0.0752,0.0117,0.943,0.0509,0.424,125.001,4,7.783316666666667,-2.3590599399220245
U2,In A Little While,53,2000,0.642,0.609,2,-7.037,1,0.0261,0.467,0.0,0.14,0.51,92.032,4,3.6788833333333333,-2.269131716734826
dOP,Stock Option,0,2000,0.743,0.56,8,-13.254,1,0.0609,0.0733,0.762,0.0929,0.0374,125.006,4,7.092216666666666,-2.7655641073028168
Sammie,I Like It,56,2000,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,4,4.184,-2.412604738032595
Guillaume & The Coutu Dumonts,Strange Place of Mind,0,2000,0.804,0.72,1,-12.444,0,0.0856,0.0176,0.885,0.0908,0.193,126.013,4,7.675116666666667,-2.71323672778951
Lucy Pearl,Dance Tonight,56,2000,0.787,0.425,10,-5.692,0,0.0641,0.00637,0.00169,0.196,0.711,99.225,4,3.688,-2.119383148772784
David Keno,Monosynth - Kollektiv Turmstrasse Remix,0,2000,0.802,0.435,8,-16.949,1,0.0791,0.000485,0.876,0.627,0.193,124.998,4,7.04,-2.9746618429346996
Faron Young,Hello Walls,52,2000,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,4,2.4473333333333334,-2.569171202151092
Yusuf / Cat Stevens,Moonshadow,40,2000,0.64,0.291,2,-11.28,1,0.0317,0.724,3.63e-05,0.122,0.527,130.746,4,2.8493333333333335,-2.6328955275014496
Fog,Banned from Heaven,0,2000,0.901,0.912,11,-8.562,0,0.0549,0.00023,0.543,0.0638,0.79,123.989,4,6.548,-2.415556571653207
Colin Hay,Beautiful World,46,2000,0.392,0.423,7,-10.033,1,0.0319,0.677,0.000164,0.237,0.403,164.918,4,4.077333333333334,-2.5390001865014953
Marilyn Manson,The Nobodies,57,2000,0.431,0.823,4,-5.219,1,0.0638,4.6e-05,3.45e-05,0.0447,0.271,150.072,4,3.59045,-2.0608956243927374
Diametric,Equatorial Soil - Glasgow Chavez Remix,0,2000,0.485,0.556,9,-11.809,0,0.291,0.436,0.000751,0.0795,0.0589,170.067,4,3.2858666666666667,-2.67020986811903
Enya,Deora Ar Mo Chroí,53,2000,0.165,0.0483,9,-23.188,1,0.0408,0.959,0.307,0.0722,0.0685,136.752,3,2.8137833333333333,-3.2512268417525267
Sierra Sam,Good Times,0,2000,0.783,0.55,4,-15.001,0,0.0604,2.94e-05,0.806,0.163,0.0596,125.981,4,7.0967,-2.8698855636880154
Deltron 3030,Mastermind,54,2000,0.741,0.657,0,-9.589,0,0.0374,0.00224,0.00756,0.0825,0.25,94.211,4,3.5717833333333333,-2.503319422795126
Franki Juncaj,I'll Be Around - Luke Hess Remix,0,2000,0.806,0.775,0,-10.861,1,0.0619,0.000787,0.854,0.123,0.668,128.02,4,5.201833333333333,-2.602319246469968
Rank 1,Airwave - Radio Vocal Edit,52,2000,0.511,0.793,2,-11.87,0,0.0285,0.000563,0.826,0.123,0.233,136.067,4,2.9966666666666666,-2.6744244734525497
Franki Juncaj,I'll Be Around - Chris Finke's Heat Dub,0,2000,0.806,0.76,11,-12.046,1,0.0686,0.146,0.907,0.379,0.124,125.967,4,4.183183333333333,-2.6864860231863696
Limp Bizkit,Hold On,51,2000,0.226,0.526,6,-9.931,1,0.038,0.534,0.305,0.108,0.281,168.549,3,5.792883333333333,-2.5309151709955553
Franki Juncaj,I'll Be Around - Anonym Remix,0,2000,0.757,0.436,7,-16.546,1,0.0571,0.415,0.857,0.112,0.0938,121.998,4,6.038983333333333,-2.953868069455292
Devin Vasquez,I Want To Kiss You,39,2000,0.834,0.566,10,-4.303,0,0.0343,0.0313,1.04e-06,0.0719,0.915,104.974,4,3.513333333333333,-1.9368694044031642
Franki Juncaj,Immigrant Sun - Deviant Remix,0,2000,0.761,0.472,5,-11.903,1,0.0484,2.68e-05,0.822,0.128,0.607,127.011,4,6.3622,-2.676697123444188
The Beatles,Get Back - Remastered 2015,55,2000,0.703,0.636,7,-7.579,1,0.0376,0.186,0.0256,0.0959,0.218,122.921,4,3.1962166666666665,-2.323661418595962
Franki Juncaj,The Pressure - Enthousiaste Gasten Remix,0,2000,0.738,0.779,6,-8.075,0,0.0467,0.000262,0.832,0.0985,0.899,128.003,4,6.044383333333333,-2.371084509418738
Xzibit,Don't Aproach Me (feat. Eminem),51,2000,0.908,0.687,5,-5.202,0,0.301,0.416,0.0,0.12,0.855,92.889,4,4.60845,-2.0587285000822946
Gerald Mitchell,Belly Dancer - Sascha Sonido Remix,0,2000,0.811,0.744,6,-10.572,1,0.0535,7.44e-05,0.829,0.0476,0.286,125.004,4,5.077233333333333,-2.5806712717723794
Eric Clapton,Riding with the King,57,2000,0.462,0.796,9,-6.202,1,0.0322,0.384,0.0,0.296,0.824,204.028,4,4.404,-2.178834285557871
Franki Juncaj,Moments in Time - Delta Funktionen 808 Mix,0,2000,0.799,0.599,2,-10.985,1,0.0667,7.95e-06,0.881,0.0766,0.708,124.008,4,5.2608,-2.6114658765868204
The Libertines,Time for Heroes,56,2000,0.344,0.925,2,-4.157,1,0.0554,0.0106,0.000211,0.0136,0.712,152.395,4,2.671333333333333,-1.9155982061316543
Franki Juncaj,Moodstream - OktoRed Remix,0,2000,0.703,0.737,6,-7.637,0,0.0677,0.000975,0.902,0.115,0.336,113.98,4,4.0701833333333335,-2.3293243901836673
Eels,Mr. E's Beautiful Blues,49,2000,0.66,0.721,2,-6.632,1,0.0255,0.0705,0.000356,0.351,0.487,114.106,4,4.3053333333333335,-2.2263517869944565
BOPGANG3000,BOPLORD AWAKENS (Intro),0,2000,0.482,0.409,8,-13.279,1,0.283,0.187,0.0157,0.11,0.221,129.366,4,1.0230833333333333,-2.767136385228047
Charley Pride,Kiss An Angel Good Mornin',47,2000,0.686,0.512,4,-10.361,1,0.0294,0.794,0.0,0.313,0.876,131.794,4,2.0617833333333335,-2.5645646680934537
BOPGANG3000,LULLABY,0,2000,0.643,0.553,0,-7.874,1,0.308,0.0712,0.879,0.105,0.49,81.658,4,2.0,-2.3521368718232933
Evan And Jaron,Crazy for This Girl,51,2000,0.457,0.926,0,-5.461,1,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,4,3.3671166666666665,-2.0912465871295987
BOPGANG3000,6 HOUNDS,0,2000,0.595,0.862,10,-6.393,0,0.336,0.0258,0.33,0.117,0.505,140.013,4,2.4642833333333334,-2.2002200863160177
Patea Maori Club,Ngoi Ngoi,43,2000,0.707,0.699,2,-12.49,1,0.0509,0.364,0.000295,0.274,0.888,102.727,4,4.427116666666667,-2.7162828860286865
BOPGANG3000,SKEET SKOOT,0,2000,0.796,0.521,6,-8.74,1,0.23,0.104,0.478,0.373,0.777,178.142,3,1.7752833333333333,-2.431330048884608
Jessica Andrews,Who I Am,58,2000,0.463,0.674,7,-5.422,1,0.0319,0.0115,0.0,0.123,0.259,84.039,4,4.2539,-2.086417155416261
BOPGANG3000,HOWTOSWAG,0,2000,0.738,0.739,1,-5.665,1,0.166,0.00521,0.645,0.174,0.856,177.95,4,2.3539333333333334,-2.1161350256163107
Tear Da Club Up Thugs,Slob On My Nob (feat. Project Pat),58,2000,0.864,0.672,1,-5.168,0,0.261,0.00718,0.0,0.215,0.562,84.823,4,1.9822166666666667,-2.054380111084465
Franki Juncaj,I'll Be Around - Luke Hess Remix,0,2000,0.807,0.748,7,-10.949,1,0.0657,0.000351,0.865,0.347,0.575,128.02,4,6.375,-2.6088190108403535
No Doubt,Ex-Girlfriend,46,2000,0.543,0.896,4,-4.101,0,0.0892,0.013,0.00173,0.199,0.647,173.135,4,3.5277833333333333,-1.9073178098623271
Franki Juncaj,I'll Be Around - Chris Finkes Heat Dub,0,2000,0.807,0.784,11,-12.116,0,0.0647,0.134,0.925,0.155,0.0568,125.988,4,6.8574166666666665,-2.691243082785829
Hooverphonic,Mad About You,60,2000,0.465,0.844,1,-4.352,0,0.0379,0.00109,0.399,0.0865,0.155,170.358,4,3.7288833333333335,-1.9439081463846404
Franki Juncaj,Moodstream - OktoRed Remix,0,2000,0.703,0.737,6,-7.637,0,0.0677,0.000975,0.902,0.115,0.336,113.98,4,4.0701833333333335,-2.3293243901836673
Enya,Pilgrim,53,2000,0.217,0.195,7,-14.776,1,0.0397,0.944,0.00712,0.127,0.0946,96.63,4,3.21155,-2.8570447537800976
Gerald Mitchell,Belly Dancer - Mark Broom Remix,0,2000,0.763,0.971,9,-4.116,0,0.0448,4.31e-05,0.878,0.101,0.208,127.977,4,6.0666,-1.9095425048844386
The Offspring,Come Out Swinging,50,2000,0.258,0.946,4,-5.965,0,0.0657,9.94e-06,0.00533,0.05,0.636,179.486,4,2.787333333333333,-2.1516459174287594
Gerald Mitchell,Belly Dancer - Sascha Sonido Remix,0,2000,0.812,0.754,6,-9.788,1,0.0447,3.76e-05,0.858,0.0473,0.233,125.008,4,7.68,-2.5194690941371114
The Badloves,Green Limousine,33,2000,0.773,0.336,7,-13.364,1,0.0362,0.295,0.000685,0.115,0.955,111.796,4,3.7628833333333334,-2.7724637144266304
M2M,The Day You Went Away,61,2000,0.511,0.734,11,-6.789,0,0.0297,0.0495,9.93e-06,0.299,0.801,188.216,4,3.708666666666667,-2.2431535092246193
Franki Juncaj,Moments in Time - Delta Funktionen 808 Mix,0,2000,0.785,0.601,2,-11.116,1,0.0679,1.05e-05,0.84,0.137,0.686,123.988,4,6.1,-2.6210388241125804
Roachford,This Generation,41,2000,0.673,0.867,4,-8.946,0,0.0337,0.05,0.00413,0.0753,0.846,112.04,4,3.5611166666666665,-2.449279472144849
Franki Juncaj,Moodstream - The Eerier Child Remix,0,2000,0.666,0.548,7,-13.338,1,0.0476,0.00329,0.869,0.107,0.133,137.999,4,4.6392,-2.7708371892009747
Wyclef Jean,911 (feat. Mary J. Blige),49,2000,0.747,0.646,7,-9.185,1,0.191,0.273,3.7e-06,0.0931,0.73,87.011,4,4.322216666666667,-2.4697084060301036
Code3000,Real Life,0,2000,0.775,0.79,10,-6.438,0,0.0462,0.0055,0.704,0.028,0.191,124.004,4,6.22595,-2.205192746985396
Slim Dusty,Never Was At All,32,2000,0.604,0.51,3,-8.83,1,0.0385,0.655,0.0,0.102,0.733,162.038,4,3.26,-2.439211690525871
Code3000,The Freak - Original Mix,0,2000,0.802,0.594,8,-7.187,1,0.0533,0.000103,0.877,0.117,0.581,123.991,4,4.3871,-2.2845229501756372
Sam Cooke,You Send Me,58,2000,0.577,0.254,4,-10.13,0,0.0302,0.915,0.0,0.136,0.472,96.77,4,2.7077833333333334,-2.546628708415997
David and the High Spirit,Psalms No. 146,0,2000,0.283,0.352,4,-11.523,1,0.0419,0.386,0.00017,0.3,0.228,75.183,3,3.3057833333333333,-2.65020920141236
Santo & Johnny,Sleepwalk,56,2000,0.444,0.412,0,-11.569,1,0.0465,0.895,0.64,0.145,0.351,184.012,3,2.5182,-2.653453209898991
David and the High Spirit,Psalms No. 130,0,2000,0.5,0.0159,11,-19.787,0,0.0466,0.987,0.00384,0.115,0.144,63.591,4,3.1872,-3.1099980196823345
Safri Duo,Played-A-Live (The Bongo Song) - Radio Edit,58,2000,0.594,0.996,8,-6.993,0,0.0633,0.0738,0.937,0.956,0.349,138.01,4,3.3388833333333334,-2.26457165079583
David and the High Spirit,Psalms No. 75,0,2000,0.32,0.22,6,-14.608,1,0.0464,0.806,0.000714,0.398,0.301,76.877,3,2.8547333333333333,-2.8473482677877335
The Beatles,Eight Days A Week - Remastered 2015,55,2000,0.636,0.677,9,-5.605,1,0.0316,0.265,0.0,0.215,0.837,138.707,4,2.722,-2.108878977333453
David and the High Spirit,Psalms No. 85,0,2000,0.535,0.114,2,-17.054,1,0.255,0.959,0.0,0.371,0.337,89.875,4,2.218383333333333,-2.980009313088755
The Clientele,Reflections After Jane,50,2000,0.498,0.248,10,-15.814,1,0.0265,0.817,0.124,0.123,0.623,102.683,4,3.36445,-2.9149559635267033
David and the High Spirit,Psalms No. 142,0,2000,0.264,0.357,9,-11.011,1,0.0303,0.287,2.58e-06,0.151,0.0631,76.659,4,2.044366666666667,-2.6133731541603016
Aaron Tippin,Kiss This,57,2000,0.765,0.706,6,-5.477,0,0.026,0.047,4.25e-06,0.36,0.669,116.02,4,2.896,-2.0932211650882078
David and the High Spirit,Psalms No. 129,0,2000,0.392,0.0579,0,-19.092,0,0.0385,0.79,0.0028,0.128,0.0756,111.823,4,1.6631333333333334,-3.078509700011559
Men At Work,Overkill,32,2000,0.659,0.709,1,-7.27,0,0.0287,0.0156,0.0,0.132,0.603,139.495,4,3.739333333333333,-2.29293871594224
David and the High Spirit,Psalms No. 126,0,2000,0.442,0.0601,7,-18.159,1,0.0499,0.944,0.0255,0.0886,0.183,127.307,3,1.6480333333333332,-3.0346163916039575
Tina Cousins,Forever,38,2000,0.619,0.886,0,-5.83,1,0.0328,0.0306,0.0303,0.552,0.399,134.003,4,4.034666666666666,-2.1358218751159437
David and the High Spirit,Psalms No. 73,0,2000,0.582,0.137,3,-15.156,1,0.138,0.909,0.000101,0.147,0.354,108.064,4,3.13665,-2.8786365016777435
Da Brat,What'chu Like (feat. Tyrese),54,2000,0.879,0.681,10,-8.951,0,0.24,0.017,0.0,0.0669,0.817,99.974,4,3.686,-2.4497111578843396
David and the High Spirit,Psalms No. 13,0,2000,0.429,0.143,9,-19.693,0,0.0598,0.881,5.65e-06,0.405,0.476,79.492,1,1.5724666666666667,-3.1057967084163
Ryan Adams,Come Pick Me Up,54,2000,0.581,0.271,10,-10.963,1,0.0352,0.0703,0.0048,0.187,0.269,123.625,4,5.3017,-2.609849180173549
David and the High Spirit,Psalms No. 113,0,2000,0.268,0.251,5,-11.463,1,0.0346,0.927,0.12,0.15,0.139,112.638,1,2.7244166666666665,-2.6459620087887883
Greyboy,Got to Be a Love - Paul Nice Remix,52,2000,0.808,0.728,10,-5.811,0,0.0671,0.19,0.0502,0.114,0.696,94.932,4,4.59645,-2.1335745502597634
David and the High Spirit,Psalms No. 136,0,2000,0.501,0.0966,0,-14.376,1,0.0518,0.935,2.4e-05,0.112,0.0646,78.523,1,4.65625,-2.8338014064077703
Poison,Every Rose Has It's Thorn - Live On MTV Unplugged / Remastered 2000,47,2000,0.44,0.543,6,-10.169,1,0.045,0.726,0.0,0.965,0.44,143.417,4,4.632666666666666,-2.549679518464042
David and the High Spirit,Psalms No. 60,0,2000,0.377,0.137,5,-16.618,1,0.0373,0.915,0.0738,0.105,0.323,105.341,3,3.77735,-2.957614951440863
Blur,Country House,54,2000,0.341,0.894,9,-6.66,1,0.0765,0.147,0.0,0.0741,0.672,174.982,4,3.9622166666666665,-2.2293690306627867
David and the High Spirit,Psalms No. 133,0,2000,0.637,0.134,7,-16.333,0,0.0341,0.806,0.00156,0.19,0.333,113.631,3,1.4162666666666666,-2.942700627002185
Rene Liu,後來,55,2000,0.677,0.5,3,-8.285,1,0.0265,0.69,0.0,0.174,0.375,149.784,4,5.69,-2.390504391031929
David and the High Spirit,Psalms No. 67,0,2000,0.329,0.239,5,-12.448,1,0.0398,0.675,0.0,0.15,0.104,145.746,3,1.45475,-2.7135019797804554
Jay Chou,龍捲風,52,2000,0.637,0.557,9,-6.585,1,0.0314,0.681,0.0,0.102,0.544,143.945,4,4.136,-2.2212665718164573
David and the High Spirit,Psalms No. 64,0,2000,0.339,0.227,9,-13.909,0,0.0335,0.889,5.9e-05,0.194,0.151,127.15,4,2.2891833333333333,-2.805963051624879
The Temptations,Treat Her Like A Lady - Single Version,48,2000,0.789,0.908,0,-8.123,1,0.0433,0.141,3.7e-05,0.189,0.909,113.205,4,4.311116666666667,-2.3755567054498683
David and the High Spirit,Psalms No. 84,0,2000,0.564,0.176,5,-14.163,1,0.102,0.826,0.00126,0.179,0.298,107.119,4,2.455983333333333,-2.821200299034866
Matchbox Twenty,Bed of Lies,44,2000,0.467,0.642,5,-7.239,1,0.0301,0.426,0.000281,0.232,0.303,91.029,4,5.367783333333334,-2.2898037586293123
David and the High Spirit,Psalms No. 27,0,2000,0.32,0.181,7,-15.318,1,0.0435,0.798,0.000244,0.226,0.226,181.691,3,4.571383333333333,-2.8877015293402857
Iron Maiden,The Wicker Man - 2015 Remaster,57,2000,0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,4,4.58755,-1.9407540219059427
David and the High Spirit,Psalms No. 21,0,2000,0.56,0.0668,5,-20.833,1,0.115,0.934,3.85e-06,0.0871,0.14,87.987,4,2.6571,-3.155595178940458
Linkin Park,High Voltage,54,2000,0.593,0.967,7,-4.26,0,0.182,0.105,2.77e-06,0.314,0.287,93.916,4,3.7517833333333335,-1.9306514680946736
David and the High Spirit,Psalms No. 134,0,2000,0.294,0.0847,4,-19.85,0,0.03,0.939,0.769,0.323,0.276,82.391,4,2.2519833333333334,-3.1128039451398286
The Beatles,Come Together - Remastered 2015,54,2000,0.559,0.343,9,-13.072,0,0.0424,0.0601,0.138,0.1,0.183,164.53,4,4.31155,-2.754042804952683
David and the High Spirit,Psalms No. 115,0,2000,0.342,0.331,0,-13.15,1,0.113,0.635,0.0064,0.297,0.235,60.759,5,2.9511666666666665,-2.7589967687203143
The Corrs,All the Love in the World,56,2000,0.461,0.695,2,-7.623,1,0.0293,0.195,1.04e-06,0.131,0.309,179.609,4,4.011333333333333,-2.3279603993252738
David and the High Spirit,Psalms No. 59,0,2000,0.662,0.182,2,-14.831,0,0.14,0.938,4.17e-06,0.116,0.36,126.187,5,2.996766666666667,-2.8601988782587955
Eminem,Amityville,53,2000,0.618,0.929,2,-3.238,0,0.273,0.0217,0.0,0.326,0.672,79.864,4,4.246216666666666,-1.7701952913122145
David and the High Spirit,Psalms No. 107,0,2000,0.472,0.162,10,-13.935,1,0.0422,0.89,0.0031,0.124,0.159,99.966,4,6.396633333333333,-2.8075334795871605
Alabama 3,Woke Up This Morning - Chosen One Mix,51,2000,0.616,0.806,1,-7.427,1,0.0722,0.083,1.64e-05,0.938,0.443,89.414,4,4.154,-2.3086665633099135
David and the High Spirit,Psalms No. 74,0,2000,0.646,0.145,2,-14.863,0,0.166,0.937,2.14e-06,0.098,0.41,68.678,4,3.2752166666666667,-2.862029437662483
Roachford,Only to Be with You,35,2000,0.645,0.748,11,-7.823,0,0.026,0.0984,0.00114,0.0982,0.591,129.514,4,3.4977833333333335,-2.3472716106164517
David and the High Spirit,Psalms No. 51,0,2000,0.438,0.117,7,-16.047,0,0.0419,0.916,0.0371,0.111,0.16,116.023,1,3.608816666666667,-2.927506964558425
Yusuf / Cat Stevens,Where Do The Children Play?,38,2000,0.491,0.309,7,-14.219,1,0.036,0.765,2.93e-05,0.0888,0.306,127.94,4,3.8626666666666667,-2.824528682493883
David and the High Spirit,Psalms No. 111,0,2000,0.372,0.243,2,-13.158,0,0.0337,0.686,0.00125,0.203,0.325,99.797,3,2.12715,-2.7595034826911258
Enya,Tempus Vernum,52,2000,0.469,0.172,2,-15.15,1,0.031,0.736,0.927,0.113,0.0306,73.675,4,2.40445,-2.8782991766618955
David and the High Spirit,Psalms No. 14,0,2000,0.371,0.0111,1,-21.257,0,0.0502,0.99,0.0149,0.166,0.168,166.502,3,5.30895,-3.1735018189798834
Black Rob,Whoa!,57,2000,0.736,0.705,7,-6.231,1,0.24,0.0579,0.0,0.321,0.557,86.404,4,3.9806666666666666,-2.1821109395261713
David and the High Spirit,Psalms No. 61,0,2000,0.281,0.0586,5,-21.699,1,0.0366,0.872,0.0253,0.116,0.0376,79.029,4,2.97245,-3.1918334537563173
Killing Heidi,Live Without It,32,2000,0.436,0.637,7,-5.668,1,0.0345,0.473,1.01e-05,0.0542,0.35,134.954,4,3.1888833333333335,-2.116496449630847
David and the High Spirit,Psalms No. 77,0,2000,0.297,0.0879,0,-15.953,1,0.0498,0.935,0.00362,0.119,0.0696,166.442,3,4.7603333333333335,-2.9224624116262157
Pati,Island Girls-feat. Fiji & O-Shen,44,2000,0.786,0.441,6,-8.504,1,0.0769,0.0174,1.03e-05,0.281,0.965,76.992,4,3.3762166666666666,-2.4103626851674766
David and the High Spirit,Psalms No. 120,0,2000,0.327,0.163,7,-13.393,1,0.0366,0.856,0.00134,0.108,0.185,125.997,5,1.8412,-2.7742748000114386
Yusuf / Cat Stevens,Morning Has Broken,41,2000,0.423,0.329,7,-13.205,1,0.0307,0.59,0.0236,0.0935,0.403,133.249,3,3.34555,-2.762475253080283
David and the High Spirit,Psalms No. 37,0,2000,0.522,0.201,0,-12.933,1,0.0492,0.914,0.000192,0.123,0.492,131.553,4,5.523266666666666,-2.7451532890537123
Mudvayne,Death Blooms,53,2000,0.275,0.974,6,-4.624,0,0.192,0.000355,0.0024,0.158,0.237,174.095,4,4.86555,-1.9821043087908785
David and the High Spirit,Psalms No. 32,0,2000,0.271,0.0797,0,-17.22,1,0.0445,0.934,0.00701,0.0726,0.0697,163.017,3,4.7748333333333335,-2.98840549816753
Spice Girls,Goodbye,53,2000,0.552,0.694,4,-4.489,1,0.026,0.0846,0.0,0.117,0.359,136.019,4,4.59045,-1.9633289849962168
David and the High Spirit,Psalms No. 76,0,2000,0.306,0.148,6,-17.025,1,0.0369,0.84,0.0705,0.152,0.112,86.785,3,4.1947833333333335,-2.9785352487254695
Jodi Benson,Down to the Sea,51,2000,0.387,0.44,5,-10.937,1,0.0872,0.727,0.0,0.138,0.582,96.062,4,3.5357833333333333,-2.6079351630992336
David and the High Spirit,Psalms No. 118,0,2000,0.492,0.2,4,-11.468,1,0.0481,0.951,6.29e-05,0.269,0.219,78.187,4,3.9015833333333334,-2.6463166312968487
Britney Spears,Don't Let Me Be the Last to Know,57,2000,0.633,0.755,4,-6.566,1,0.0421,0.158,0.0,0.273,0.729,138.96,4,3.848883333333333,-2.2192034840549946
David and the High Spirit,Psalms No. 69,0,2000,0.596,0.177,0,-15.191,0,0.0966,0.893,4.69e-05,0.139,0.392,63.541,4,4.617866666666667,-2.8806019663003597
The Offspring,"Dammit, I Changed Again",50,2000,0.408,0.943,5,-4.995,0,0.045,3.37e-05,0.0214,0.118,0.659,174.453,4,2.8148833333333334,-2.031956775108092
David and the High Spirit,Psalms No. 68,0,2000,0.51,0.39,0,-10.512,1,0.0753,0.755,0.0,0.119,0.646,119.615,4,4.6413166666666665,-2.5761175298413845
Black Eyed Peas,Weekends,44,2000,0.868,0.775,9,-5.384,1,0.31,0.181,2.85e-06,0.183,0.454,104.278,4,4.787333333333334,-2.0816890142203155
David and the High Spirit,Psalms No. 7,0,2000,0.511,0.172,9,-16.092,0,0.228,0.916,0.0,0.112,0.259,69.238,4,2.93205,-2.9299129325166975
"Royce Da 5'9""",Boom - Radio Version,44,2000,0.696,0.681,11,-5.76,0,0.172,0.000315,0.000196,0.0595,0.937,94.293,4,3.9222166666666665,-2.1275171649113993
David and the High Spirit,Psalms No. 99,0,2000,0.517,0.207,5,-13.734,1,0.0967,0.936,3.26e-06,0.128,0.422,78.276,3,1.7079666666666666,-2.795328209209271
All Saints,Black Coffee,49,2000,0.673,0.7,9,-7.484,1,0.0287,0.0183,0.00174,0.0756,0.503,120.01,4,4.823783333333333,-2.3143160158697444
David and the High Spirit,Psalms No. 93,0,2000,0.486,0.395,6,-11.864,0,0.0461,0.515,0.0,0.127,0.294,121.639,3,1.16115,-2.674010708878686
The Beatles,The Long And Winding Road - Remastered 2015,52,2000,0.326,0.365,3,-8.776,1,0.0265,0.667,0.000523,0.0718,0.314,133.084,4,3.6573333333333333,-2.4344901638739844
David and the High Spirit,Psalms No. 124,0,2000,0.236,0.519,4,-10.161,0,0.0437,0.00117,0.0161,0.297,0.406,122.208,4,2.808683333333333,-2.549054469611752
Machine Gun Fellatio,Mutha Fukka On A Motorcycle,32,2000,0.646,0.909,7,-4.831,1,0.142,0.115,2.4e-06,0.828,0.699,89.99,4,2.34445,-2.0102254309911536
David and the High Spirit,Psalms No. 16,0,2000,0.511,0.0689,10,-18.192,1,0.0492,0.927,7.13e-05,0.12,0.19,91.259,4,2.5641333333333334,-3.036202206107704
Jay Chou,星晴,51,2000,0.637,0.329,7,-10.366,1,0.0349,0.725,8.51e-06,0.245,0.255,177.792,4,4.277783333333334,-2.5649493574615367
Duster,Me and the Birds,56,2000,0.475,0.531,8,-6.552,0,0.0317,0.752,0.0634,0.53,0.223,119.643,4,1.5871166666666667,-2.2176805859036017
David and the High Spirit,Psalms No. 47,0,2000,0.317,0.163,6,-14.496,1,0.0417,0.76,0.00141,0.595,0.209,83.375,3,2.5564833333333334,-2.8408313123360287
The Smashing Pumpkins,Stand Inside Your Love,51,2000,0.271,0.759,6,-7.419,1,0.0327,3.37e-06,0.842,0.335,0.381,136.081,4,4.24155,-2.307871097423283
