artist_name,track_name,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration,loudness_transform
Harry Styles,Adore You,70,2019,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4,3.4522166666666667,-1.8419771853886724
Ocean Alley,Tombstone,53,2019,0.397,0.527,5,-9.625,1,0.0263,0.0503,0.008,0.12,0.796,169.015,4,4.01955,-2.506260361112857
Ulrich Schnauss,In Between the Years - 2019 remaster,3,2019,0.204,0.49,3,-14.079,0,0.0544,0.919,0.963,0.119,0.0323,93.067,4,3.8673333333333333,-2.816186859706788
DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),72,2019,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,4,2.2727666666666666,-1.9132393667657646
Aly & Fila,I Won't Let You Fall - Uplifting Mix,4,2019,0.419,0.995,0,-4.286,1,0.0666,9.31e-05,0.272,0.0921,0.314,139.969,4,3.8107166666666665,-1.9344157696295783
Holy Holy,Maybe You Know,53,2019,0.49,0.81,8,-5.043,1,0.0451,0.0202,1.14e-06,0.315,0.483,139.107,4,3.9513333333333334,-2.0382288458457616
Andrew Bayer,Magitek,11,2019,0.563,0.869,11,-6.982,0,0.0679,0.0337,0.25,0.052,0.0514,128.025,4,5.25,-2.263428377792852
Lucky Luke,Cooler Than Me,75,2019,0.889,0.716,7,-6.146,1,0.0708,0.0595,0.0409,0.168,0.296,128.022,4,2.996,-2.172476407647025
Armin van Buuren,Turn It Up,7,2019,0.582,0.953,5,-6.113,0,0.0567,0.00136,0.00197,0.324,0.12,138.025,4,2.8695666666666666,-2.168710784437718
J.I the Prince of N.Y,Need Me,71,2019,0.815,0.567,10,-4.653,0,0.135,0.156,0.0,0.0884,0.732,95.034,4,2.52735,-1.986091938688145
NWYR,The Melody,5,2019,0.512,0.925,1,-2.404,1,0.28,0.00617,0.00514,0.536,0.262,129.993,4,3.230766666666667,-1.6170091779304185
Yxngxr1,Rather Do,72,2019,0.859,0.545,9,-9.39,1,0.248,0.853,0.0,0.0928,0.722,128.0,4,2.25,-2.4869046524506735
Armin van Buuren,La Résistance De L'Amour,9,2019,0.544,0.974,7,-4.933,0,0.0391,0.00502,0.761,0.236,0.101,128.001,4,3.53125,-2.0237966877123847
Drax Project,Woke Up Late (feat. Hailee Steinfeld),51,2019,0.698,0.66,2,-5.429,0,0.083,0.043,0.0,0.186,0.351,119.214,4,3.0309833333333334,-2.087285695702885
Armin van Buuren,Something Real,3,2019,0.575,0.808,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.232,127.922,4,2.992183333333333,-1.9757463053410709
Chillinit,Freedom,51,2019,0.735,0.895,2,-5.301,1,0.389,0.0889,0.0,0.0884,0.652,103.653,4,3.8383666666666665,-2.0712833539783726
Omnia,U,6,2019,0.507,0.883,11,-2.68,1,0.0364,0.0493,0.161,0.169,0.286,130.002,4,3.0846666666666667,-1.6703448473376217
Lisi,Say Less,52,2019,0.921,0.428,6,-13.323,0,0.373,0.168,0.000339,0.163,0.51,139.952,4,2.749216666666667,-2.7698976044282904
Ferry Corsten,1997,13,2019,0.537,0.958,7,-3.84,0,0.0411,0.000538,0.465,0.29,0.124,130.027,4,4.224616666666667,-1.8677941555040527
Jax Jones,You Don't Know Me,51,2019,0.875,0.667,11,-6.046,0,0.15,0.171,0.0,0.172,0.677,123.985,4,3.532216666666667,-2.1610215286722587
Armin van Buuren,A State Of Trance (ASOT 942) - ASOT Year Mix 2019,3,2019,0.619,0.762,6,-7.788,1,0.339,0.0791,0.0,0.118,0.798,95.05,4,0.5578333333333333,-2.343918956487023
Luke Combs,Does To Me (feat. Eric Church),68,2019,0.616,0.849,0,-4.897,1,0.0373,0.311,0.0,0.311,0.638,113.065,4,3.722,-2.0190278351192146
Armin van Buuren,A State Of Trance (ASOT 942) - ASOT Year Mix 2019 Pre-Order,3,2019,0.672,0.745,6,-8.504,0,0.351,0.115,0.0,0.357,0.59,71.586,3,0.6076666666666667,-2.4103626851674766
Lil Tecca,Did It Again,73,2019,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,4,1.9373333333333334,-2.530755986022281
The Dark Tenor,Fade - Live 2019,15,2019,0.484,0.604,9,-4.265,0,0.0382,0.425,0.0,0.734,0.193,133.804,4,3.982,-1.9313764735639716
NF,When I Grow Up,72,2019,0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994,4,3.28,-1.8899443011367858
The Kelly Family,Nanana - Live 2019,17,2019,0.323,0.668,10,-6.901,1,0.0338,0.0469,0.0,0.497,0.367,148.596,4,5.55955,-2.2549692390523823
Pharmacist,North Memphis,74,2019,0.716,0.942,1,-6.116,1,0.0565,0.000136,0.836,0.0663,0.899,167.371,4,2.2637833333333335,-2.169053700369523
Harry Styles,To Be So Lonely,73,2019,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,4,3.2013333333333334,-2.2928377415391656
Brooks & Dunn,Brand New Man - with Luke Combs,66,2019,0.573,0.846,7,-4.866,1,0.0344,0.00372,7.87e-05,0.29,0.562,127.061,4,3.1842166666666665,-2.0149030205422647
Winston Surfshirt,Smile,51,2019,0.765,0.64,5,-7.586,0,0.11,0.379,0.0105,0.116,0.433,100.003,4,3.3886166666666666,-2.3243465847755584
Halsey,Nightmare,71,2019,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,4,3.86665,-2.0423884774771253
littleONES,Baby Sleep Waves,56,2019,0.244,0.533,1,-27.762,1,0.071,0.607,0.883,0.155,0.00644,56.488,3,1.5016166666666666,-3.4143110208075385
Bad Company,Electricland - 2019 Remaster,6,2019,0.487,0.726,1,-6.208,0,0.0303,0.381,0.239,0.113,0.667,111.47,4,5.47355,-2.1795130954040514
M24,We Don't Dance,65,2019,0.923,0.486,1,-7.42,1,0.369,0.495,0.0,0.175,0.388,140.001,4,3.1201833333333333,-2.3079705652703835
Paloalto,JoA,8,2019,0.842,0.696,1,-4.345,1,0.0536,0.203,0.0,0.132,0.694,124.03,4,4.13525,-1.9429056400350144
HARDY,ONE BEER (feat. Lauren Alaina & Devin Dawson),70,2019,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,3,2.886216666666667,-2.3966217349204286
Ash,Petrol - 2019 - Remaster,8,2019,0.399,0.93,4,-2.496,1,0.0788,0.145,0.735,0.106,0.62,151.28,4,4.17285,-1.6351056591826783
Tyga,Ayy Macarena,73,2019,0.816,0.629,2,-5.568,1,0.226,0.133,0.0,0.0692,0.714,96.493,4,2.19345,-2.1043780269698673
CLYPSO,D.Y.S. (Defend Your Situation),1,2019,0.758,0.756,10,-7.059,0,0.0426,0.0109,0.753,0.162,0.377,114.021,4,3.321083333333333,-2.271403975510471
Rain Recordings,Forest Rain,64,2019,0.0771,1.0,3,-16.54,0,0.0508,0.902,0.613,0.845,1e-05,171.623,4,2.8333333333333335,-2.953555194654805
Vlossom,Catch Your Breath,1,2019,0.71,0.761,7,-3.201,1,0.0408,0.0035,0.000108,0.11,0.641,122.502,4,3.5433166666666667,-1.7638742657385194
Peking Duk,Sugar,52,2019,0.529,0.722,8,-5.931,1,0.0418,0.00415,0.00155,0.207,0.47,97.006,4,3.1929,-2.1476841317760833
The Kelly Family,Drum Solo - Live 2019,13,2019,0.469,0.754,1,-10.357,1,0.0758,0.00235,0.926,0.117,0.194,141.169,4,5.156883333333333,-2.5642568100135956
Matt Maeson,Hallucinogenics,71,2019,0.549,0.653,0,-7.47,1,0.0503,0.457,0.0,0.0969,0.287,121.348,4,3.11955,-2.31293138504819
Bad Company,Evil Wind - 2019 Remaster,4,2019,0.549,0.743,7,-7.065,1,0.0319,0.137,0.00193,0.0899,0.804,120.12,4,4.36355,-2.2720227874114056
Cavetown,Home,72,2019,0.532,0.474,1,-5.223,1,0.0372,0.387,8.51e-05,0.11,0.281,124.86,4,4.498283333333333,-2.0614048541936842
Bad Company,"Oh, Atlanta - 2019 Remaster",4,2019,0.638,0.766,0,-6.496,1,0.0272,0.282,5.35e-05,0.314,0.89,114.766,4,4.151783333333333,-2.211565694606877
BLACKPINK,Kill This Love,77,2019,0.763,0.835,2,-5.234,0,0.191,0.323,0.00221,0.225,0.645,131.875,4,3.1841666666666666,-2.062803900526813
CRi,Initial,4,2019,0.736,0.844,1,-7.594,0,0.0379,0.00264,0.83,0.0807,0.141,120.08,4,5.0607,-2.3251290574289403
Thelma Plum,Clumsy Love,51,2019,0.689,0.728,4,-5.528,1,0.0379,0.467,0.0,0.116,0.56,84.998,4,3.1273333333333335,-2.099489236983614
Lane 8,Feld,5,2019,0.558,0.759,0,-7.433,1,0.0342,0.113,0.946,0.173,0.131,122.011,4,4.981083333333333,-2.3092627477472862
Trefuego,90mh,73,2019,0.716,0.427,1,-8.993,1,0.0529,0.187,0.0,0.354,0.223,108.993,4,2.3889,-2.453329979686471
Rodriguez Jr.,Phoenix,5,2019,0.755,0.684,7,-10.843,1,0.0429,0.0305,0.855,0.086,0.514,123.981,4,5.419866666666667,-2.600984528787022
SHAED,Trampoline (with ZAYN),72,2019,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,4,3.0713333333333335,-2.130134655995354
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),75,2019,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,4,3.826216666666667,-1.667518123510625
16BL,Vette,5,2019,0.662,0.782,1,-9.286,1,0.0426,0.00661,0.876,0.348,0.447,119.991,4,6.133416666666666,-2.4782176616372036
XXXTENTACION,bad vibes forever,72,2019,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,4,2.5079166666666666,-2.0524556765948487
The Kelly Family,Why Why Why - Live 2019,19,2019,0.178,0.895,9,-5.567,1,0.0752,0.00012,2.46e-05,0.967,0.175,154.157,4,5.398666666666666,-2.1042560980542744
Young Thug,The London (feat. J. Cole & Travis Scott),72,2019,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,4,3.3351166666666665,-2.259677591982769
The Kelly Family,Take My Hand - Live 2019,15,2019,0.258,0.816,2,-5.379,1,0.0463,0.38,0.0,0.936,0.579,151.931,4,2.6328833333333335,-2.0810652227959334
NF,The Search,74,2019,0.789,0.789,2,-4.813,1,0.298,0.598,0.0,0.099,0.37,119.95,4,4.134216666666667,-2.0078112667285084
Bad Company,Take the Time - 2019 Remaster,4,2019,0.641,0.613,2,-9.451,1,0.0344,0.388,1.66e-06,0.0798,0.811,131.828,4,4.225783333333333,-2.4919650141554466
Lil Skies,I,72,2019,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,4,3.0315166666666666,-2.293947899598382
The Dark Tenor,Ode an die Freude - Live 2019,23,2019,0.338,0.851,9,-2.615,1,0.099,0.296,0.000271,0.947,0.319,113.494,4,5.351783333333334,-1.6580375822701627
benny blanco,Graduation (with Juice WRLD),71,2019,0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,4,2.9641166666666665,-2.0693912058263346
The Kelly Family,Once In A While - Live 2019,17,2019,0.514,0.802,9,-5.328,1,0.0321,0.0574,0.0,0.565,0.35,117.304,4,3.43955,-2.0746802245781253
Juice WRLD,Flaws And Sins,73,2019,0.709,0.662,8,-4.55,1,0.0766,0.00966,0.0,0.108,0.439,150.046,4,3.63915,-1.9718563309998984
Bad Company,Rock 'n' Roll Fantasy - 2019 Remaster,9,2019,0.597,0.699,2,-6.211,1,0.0272,0.0157,2.8e-06,0.112,0.918,112.716,4,3.3251166666666667,-2.1798523276117487
Aaron Smith,Dancin - Krono Remix,73,2019,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0333,0.1,0.28,119.983,4,4.266666666666667,-2.51954959323154
The Kelly Family,Never Gonna Break Me Down - Live 2019,14,2019,0.214,0.477,7,-7.72,1,0.0305,0.184,0.00191,0.933,0.164,183.198,3,5.22445,-2.3373729184797094
Ashnikko,STUPID (feat. Yung Baby Tate),72,2019,0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906,4,2.7886166666666665,-2.2528695007481128
Rain Drops for Sleep,Garage Roof Droplets,0,2019,0.288,0.997,4,-17.719,0,0.137,0.578,0.969,0.988,0.0186,82.419,4,3.7214833333333335,-3.0132283211707422
Confetti,Ghost,73,2019,0.766,0.673,5,-5.066,0,0.239,0.00286,0.000594,0.486,0.705,84.947,4,2.82355,-2.0412203288596382
The Kelly Family,Fell In Love With An Alien - Live 2019,25,2019,0.451,0.819,10,-6.884,0,0.0534,0.285,0.0,0.97,0.442,95.29,4,5.0537833333333335,-2.253184742698919
Lime Cordiale,Robbery,53,2019,0.687,0.708,3,-8.133,0,0.0891,0.421,0.242,0.213,0.89,152.937,4,3.7205666666666666,-2.37648590083358
Noah And The Whale,5 Years Time,5,2019,0.803,0.552,0,-7.103,1,0.118,0.363,0.0,0.0568,0.774,121.945,4,3.624216666666667,-2.275933061996619
Billie Eilish,xanny,73,2019,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,4,4.062083333333334,-3.0187649726645636
Linda Jones,You Hit Me Like T.N.T. (2019 Remaster),4,2019,0.594,0.368,6,-11.956,0,0.0447,0.00532,0.0,0.0897,0.686,92.856,4,2.2031833333333335,-2.6803363625346943
Dermot Kennedy,Outnumbered,69,2019,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,4,4.095,-2.1310847748316744
City Blues Connection,Too Late for Prayin’,17,2019,0.452,0.311,9,-10.984,0,0.0604,0.962,0.0822,0.175,0.522,162.819,4,3.0843666666666665,-2.611392447060775
SAYGRACE,Boys Ain't Shit,69,2019,0.826,0.615,1,-4.729,0,0.137,0.435,0.00631,0.334,0.841,102.999,4,2.9314,-1.9964674583865798
City Blues Connection,This Angel,6,2019,0.554,0.783,11,-6.082,1,0.0903,0.0359,1.84e-05,0.287,0.808,143.93,4,4.348033333333333,-2.1651604170823733
Calboy,Envy Me,72,2019,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,4,2.0022166666666665,-2.3319497016239494
Platinum Deluxe,All the Stars,1,2019,0.689,0.63,5,-9.521,0,0.168,0.159,0.0,0.101,0.645,96.91,4,3.89145,-2.497740607768087
Matt Corby,Talk It Out,51,2019,0.381,0.897,11,-4.092,1,0.0427,0.0681,0.0321,0.163,0.532,89.157,4,3.1787666666666667,-1.9059806133180777
City Blues Connection,Nanna,16,2019,0.529,0.381,2,-10.27,1,0.104,0.874,0.376,0.217,0.543,139.54,4,2.6239166666666667,-2.5575373408229076
Maggie Rogers,Alaska,68,2019,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,4,3.1333333333333333,-2.5879143998622296
City Blues Connection,"Shame on You, Mr. Trump",8,2019,0.615,0.759,2,-6.775,1,0.0397,0.364,0.0158,0.148,0.771,147.941,4,6.021316666666666,-2.241666678024629
NF,Hate Myself,70,2019,0.533,0.84,9,-5.283,0,0.167,0.234,0.0,0.114,0.361,116.882,4,4.33755,-2.0690123461892966
Funky Boogie Brothers,Keep Prepared For The Battle [B.o.t.y. 30Th],30,2019,0.828,0.795,2,-5.586,1,0.0563,0.000652,0.524,0.268,0.339,120.024,4,2.9854166666666666,-2.1065702090680887
ONEFOUR,In the Beginning,51,2019,0.771,0.771,8,-4.732,1,0.336,0.12,0.0,0.454,0.745,140.994,4,3.971633333333333,-1.9968748180228735
City Blues Connection,When I Was a Boy,6,2019,0.675,0.503,5,-9.77,1,0.0273,0.191,9.23e-05,0.0834,0.901,112.474,4,2.3665,-2.5180190012382027
The Teskey Brothers,Carry You,51,2019,0.462,0.448,11,-6.093,1,0.0268,0.487,2.51e-05,0.133,0.446,163.218,3,4.544,-2.166421668181174
City Blues Connection,Mississippi Girl,6,2019,0.359,0.673,11,-8.749,0,0.0793,0.0611,2.03e-05,0.339,0.581,112.964,4,2.951983333333333,-2.4321210143430796
Jake Owen,Down To The Honkytonk,68,2019,0.634,0.808,3,-4.12,1,0.0517,0.192,0.0,0.0898,0.937,82.016,4,3.11445,-1.9101349219633759
City Blues Connection,For My Friend,8,2019,0.581,0.696,11,-11.817,1,0.0821,0.0299,0.0408,0.194,0.614,109.762,4,4.760083333333333,-2.6707636163161936
Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),73,2019,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,4,3.3673333333333333,-2.205523380150914
Bingo Players,1000 Years,10,2019,0.668,0.74,7,-4.653,0,0.0416,0.0117,0.000471,0.107,0.252,126.049,4,2.7381,-1.986091938688145
Kaash Paige,Love Songs - Bonus,73,2019,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,4,2.477333333333333,-2.5827137097909123
Matt Monro,"Pretty Polly - From ""Pretty Polly"" Soundtrack / 2019 Stereo Remix",3,2019,0.149,0.305,0,-11.978,1,0.0355,0.485,0.0,0.136,0.212,74.293,4,2.576216666666667,-2.681843108933036
Andy Grammer,I Found You,51,2019,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97,4,2.5289,-2.2207240665137253
Movie Sounds Unlimited,"Into the Unknown - From ""Frozen 2""",4,2019,0.311,0.347,1,-10.373,1,0.0399,0.749,3.98e-06,0.108,0.287,156.59,3,3.294233333333333,-2.5654876740816035
Cardi B,Please Me,74,2019,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,4,3.3481666666666667,-2.2348414409075263
Paul Carrack,"Raining in My Heart - Live at The Brighton Centre, 2019",6,2019,0.577,0.318,7,-14.186,1,0.0295,0.656,1.13e-05,0.686,0.256,92.045,4,2.9255833333333334,-2.822568654544802
Machine Gun Kelly,Glass House (feat. Naomi Wild),69,2019,0.68,0.586,1,-7.01,0,0.0567,0.0174,3.19e-06,0.128,0.196,149.968,4,3.3623333333333334,-2.2663359603189246
Neeti Mohan,"India Waale (From ""Happy New Year"")",11,2019,0.72,0.753,4,-5.453,1,0.131,0.0378,0.0,0.0707,0.619,128.016,4,3.9619166666666668,-2.090257834113685
Mental As Anything,Live It Up - Remastered,49,2019,0.67,0.884,7,-4.761,1,0.0278,0.281,0.0,0.077,0.94,119.834,4,3.8105,-2.000804096162763
Paul Carrack,"You Make Me Feel Good - Live at The Brighton Centre, 2019",5,2019,0.472,0.743,11,-6.119,0,0.0747,0.0214,0.000119,0.671,0.709,203.83,4,5.14485,-2.169396498750301
Luke Combs,Refrigerator Door,64,2019,0.459,0.864,1,-4.397,1,0.059,0.011,3.36e-06,0.314,0.623,74.867,4,3.404,-1.9503289432170243
Super8 & Tab,Trigger (FYHYM2019),2,2019,0.413,0.949,7,-6.09,1,0.0454,0.000217,0.00544,0.42,0.507,130.007,4,0.98465,-2.1660778483393828
Juice WRLD,Hear Me Calling,72,2019,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,4,3.1662833333333333,-1.8917556223867307
Yoel Lewis,Fauda (FYHYM2019),2,2019,0.552,0.753,9,-5.021,0,0.0827,0.00113,0.238,0.397,0.131,130.018,4,1.2306333333333332,-2.035359029109647
Khalid,Up All Night,68,2019,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00333,0.102,0.669,93.992,4,2.6203333333333334,-2.3194422100604686
Omnia,U (FYHYM2019),2,2019,0.418,0.949,11,-5.342,1,0.0367,0.000271,0.861,0.852,0.578,129.893,4,0.8616166666666667,-2.076437032659537
Zedd,Good Thing (with Kehlani),71,2019,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,3,3.5150166666666665,-1.8704166020513315
Super8 & Tab,Thrive (FYHYM2019),2,2019,0.437,0.865,11,-5.846,1,0.044,5.59e-06,0.467,0.889,0.137,130.071,4,0.9846333333333334,-2.1377104498038118
Dermot Kennedy,Power Over Me,73,2019,0.319,0.841,9,-4.232,0,0.147,0.0518,0.0,0.106,0.483,173.868,3,3.449333333333333,-1.9265816950355004
MaRLo,Whisper (FYHYM2019),2,2019,0.415,0.824,2,-6.05,1,0.0541,0.000297,0.0,0.347,0.168,129.876,4,1.5999166666666667,-2.1614822520160453
BENEE,Find an Island,61,2019,0.836,0.681,2,-3.793,0,0.0434,0.285,0.0,0.0729,0.854,81.554,4,3.2102166666666667,-1.860507866389149
Gareth Emery,Lionheart (FYHYM2019),2,2019,0.38,0.957,1,-8.051,0,0.0446,0.000375,0.0927,0.598,0.215,130.036,4,0.9845333333333334,-2.368840888771111
Sonder,What You Heard,71,2019,0.429,0.371,2,-9.017,0,0.0327,0.546,5.71e-06,0.104,0.135,137.134,4,3.9707,-2.455392013237804
Maor Levi,Aria,3,2019,0.593,0.898,7,-4.622,0,0.0646,0.00613,0.911,0.46,0.0392,127.985,4,3.6367166666666666,-1.9818287128128356
Slipknot,Unsainted,73,2019,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,4,4.346216666666667,-1.5731887797589794
Atlantis,Fiji - ReOrder Remix,3,2019,0.479,0.977,0,-5.707,0,0.043,0.000155,0.865,0.429,0.224,137.983,4,3.4263166666666667,-2.1211831132594745
Mokita,colorblind,73,2019,0.661,0.776,8,-5.054,1,0.0366,0.125,0.000152,0.119,0.17,145.993,4,3.23295,-2.0396606716679915
MaRLo,Lighter Than Air,9,2019,0.359,0.669,0,-7.714,1,0.0402,0.321,0.00262,0.105,0.153,130.185,4,3.358833333333333,-2.336793264323783
Little Simz,Venom,71,2019,0.436,0.655,7,-8.153,1,0.159,0.425,0.0,0.393,0.523,139.712,4,2.57915,-2.378341705393292
GXD,Voices,4,2019,0.529,0.905,5,-2.948,0,0.0314,0.00137,0.0119,0.0754,0.117,131.931,4,2.8787833333333332,-1.7195471351141305
Sheppard,On My Way,50,2019,0.57,0.821,4,-7.347,1,0.0574,0.257,0.0,0.104,0.534,138.024,4,3.385,-2.3006832857044492
RAM,Saving Angel,5,2019,0.426,0.982,6,-4.522,0,0.166,0.00588,0.597,0.42,0.155,137.97,4,3.2651166666666667,-1.9679511656464728
carwash,striptease,72,2019,0.693,0.572,8,-8.89,1,0.0749,0.127,0.952,0.102,0.732,130.05,4,2.67765,-2.444431817222282
Andrew Rayel,Take All Of Me,12,2019,0.414,0.833,6,-2.378,1,0.0678,0.00307,2.09e-05,0.248,0.0441,132.051,4,3.6672333333333333,-1.611835037033822
Joe Cocker,"Up Where We Belong - From ""An Officer And A Gentleman""",49,2019,0.64,0.371,2,-8.979,1,0.0313,0.374,5.15e-06,0.0846,0.282,139.473,4,3.8617833333333333,-2.4521251602636207
Gareth Emery,Laserface 03 (Leaving You),5,2019,0.486,0.921,11,-4.433,0,0.0481,0.0756,0.00027,0.103,0.215,131.984,4,4.090916666666667,-1.9554360617087172
Chris Brown,Under The Influence,69,2019,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,3.0768833333333334,-2.099611748469219
Paul Denton,Beneath The Stars,4,2019,0.46,0.984,7,-3.512,1,0.0562,0.00303,0.0104,0.238,0.0367,140.03,4,3.775,-1.8158014637082929
Andrew Bayer,Parallels Pt. 2,3,2019,0.502,0.874,0,-5.883,0,0.0408,0.00248,0.965,0.125,0.0398,128.016,4,6.28125,-2.142064166158944
Sam Robs,No Scrubs - Radio Edit,66,2019,0.559,0.805,8,-6.33,0,0.0476,0.212,1.66e-06,0.0956,0.54,123.885,4,2.8968333333333334,-2.1932165559386805
Will Sparks,My Spine Is Tingling,5,2019,0.695,0.832,1,-5.081,1,0.22,0.0216,0.00261,0.38,0.203,127.001,4,3.65355,-2.043166485815124
Stormzy,Wiley Flow,63,2019,0.716,0.68,5,-4.721,0,0.309,0.241,0.0,0.202,0.475,140.417,4,3.4561,-1.995380354053401
Corti Organ,The Joker - Maarten de Jong Remix,2,2019,0.453,0.925,7,-5.605,1,0.11,0.000412,0.919,0.477,0.13,137.994,4,3.91025,-2.108878977333453
The Chainsmokers,The Reaper,59,2019,0.633,0.564,8,-7.789,0,0.0701,0.135,0.0,0.201,0.648,164.008,4,3.0488833333333334,-2.344014902757185
Arctic Moon,Cool In My Disaster,4,2019,0.489,0.956,7,-5.457,0,0.128,0.00242,0.00909,0.188,0.0394,137.993,4,4.236366666666667,-2.0907523328257027
Jake Owen,Made For You,72,2019,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,4,3.973333333333333,-2.2473894575260958
Elevven,Lucky Penny (FYHYM2019),2,2019,0.482,0.932,4,-5.797,0,0.0621,1.8e-05,0.907,0.128,0.203,129.978,4,0.7384,-2.1319153889405387
Evan Rachel Wood,All Is Found,67,2019,0.228,0.204,5,-12.319,1,0.0387,0.926,1.1e-05,0.092,0.195,83.372,4,2.09065,-2.7049119486017066
Husman,God's Creation (FYHYM2019),4,2019,0.441,0.605,5,-7.924,0,0.0863,0.00146,0.198,0.756,0.13,129.953,4,1.56945,-2.3568838664014247
Kelly Clarkson,Broken & Beautiful,67,2019,0.73,0.732,8,-2.556,1,0.0366,0.0823,0.0,0.0757,0.546,112.058,4,3.6491333333333333,-1.6467336971777973
Avao,Cosmic Order (FYHYM2019),2,2019,0.689,0.72,7,-6.53,1,0.0568,0.0169,0.000244,0.61,0.498,129.924,3,0.8615333333333334,-2.215282764591249
Sticky Fingers,Kick On,54,2019,0.318,0.793,11,-5.619,0,0.039,0.00996,0.0,0.27,0.464,144.365,4,3.22025,-2.1105767706105474
Chukiess & Whackboi,Karpe Noktem (FYHYM2019),2,2019,0.462,0.988,1,-6.241,0,0.0551,3.88e-05,0.636,0.35,0.171,130.032,4,1.2307833333333333,-2.1832383353614797
Dean Lewis,7 Minutes,61,2019,0.613,0.739,10,-6.478,1,0.0311,0.526,0.0,0.149,0.712,104.966,4,3.5242166666666668,-2.209592226144881
Bryce Vine,La La Land,61,2019,0.726,0.512,11,-4.667,1,0.0361,0.289,0.0,0.234,0.52,97.965,4,2.6191166666666668,-1.9880113250739486
Fisherman,Nature vs. Nurture (FYHYM2019),2,2019,0.502,0.944,5,-6.124,1,0.0547,0.000544,0.154,0.696,0.0382,129.949,4,0.98465,-2.1699675683792066
Jorja Smith,Be Honest (feat. Burna Boy),70,2019,0.757,0.737,4,-6.728,0,0.114,0.311,0.0,0.113,0.635,98.057,4,3.4505166666666667,-2.2366589428778787
Alex Sonata,S.O.S. (FYHYM2019),3,2019,0.523,0.845,11,-6.034,0,0.114,0.000698,0.0,0.865,0.408,130.087,4,1.4924833333333334,-2.1596380836741127
Flume,Let You Know,60,2019,0.759,0.694,5,-4.075,0,0.0418,0.0544,0.0,0.131,0.374,117.056,4,3.3263333333333334,-1.903449908580751
Armin van Buuren,Song I Sing (FYHYM2019),2,2019,0.405,0.883,9,-5.245,0,0.12,8.75e-05,1.03e-05,0.493,0.155,130.131,4,1.5999666666666668,-2.064200992263551
FKJ,Ylang Ylang,69,2019,0.559,0.243,1,-12.453,1,0.0325,0.925,0.936,0.108,0.161,69.93,4,3.55,-2.7138334458579374
Graham Bell,The Night King (FYHYM2019),2,2019,0.509,0.974,1,-5.907,1,0.172,0.000411,0.729,0.689,0.364,129.947,4,0.9846333333333334,-2.1448780969640104
Angie McMahon,Slow Mover,52,2019,0.544,0.478,3,-7.099,1,0.0446,0.391,0.0,0.0824,0.422,94.935,4,3.1682166666666665,-2.2755221734443567
